example_group,Literal,y_true,y_pred,confidence,confidence_margin,top2_label,top2_confidence,is_correct,possible_error_reason
correct_low_confidence,toracoscopia,3,3,0.23186438836569556,0.013707181408972424,5,0.21815720695672314,True,short literal / insufficient context; low confidence margin / similar categories
correct_low_confidence,adenitis mesentèrica,I,I,0.23401252453836505,0.021033941219971347,I,0.2129785833183937,True,short literal / insufficient context; low confidence margin / similar categories
wrong_high_confidence,Historia de IAM,I,Z,0.940392112253705,0.9130461114005324,V,0.027346000853172646,False,abbreviation or uppercase clinical shorthand; high-confidence error / possible ambiguous mapping
wrong_high_confidence,miomectomía histeroscópica,6,0,0.9058871832318524,0.8734650917006205,6,0.03242209153123186,False,short literal / insufficient context; high-confidence error / possible ambiguous mapping
wrong_high_confidence,alergia Àcars,V,Z,0.8787810086864281,0.7881276476941294,V,0.09065336099229866,False,short literal / insufficient context; high-confidence error / possible ambiguous mapping
wrong_high_confidence,Portadora de PTR bilateral,V,Z,0.8686689000921405,0.7987401103741009,V,0.06992878971803963,False,abbreviation or uppercase clinical shorthand; high-confidence error / possible ambiguous mapping
wrong_high_confidence,Gestación Cronológicamente Prolongada,6,O,0.8686615285362506,0.822879051238233,6,0.04578247729801757,False,high-confidence error / possible ambiguous mapping
wrong_high_confidence,tumorectomia mama izquierda,8,0,0.866936792874228,0.79525385738932,8,0.07168293548490802,False,high-confidence error / possible ambiguous mapping
wrong_high_confidence,Quistectomía ovario derecho,6,0,0.8637466182608995,0.8253911982466289,N,0.03835542001427066,False,high-confidence error / possible ambiguous mapping
wrong_high_confidence,Enolismo ocasional,3,F,0.8631390483270163,0.8197190482306987,3,0.04342000009631749,False,short literal / insufficient context; high-confidence error / possible ambiguous mapping
wrong_high_confidence,Hipoacusia bilateral,3,H,0.8613489466307199,0.8312636071205112,3,0.030085339510208742,False,short literal / insufficient context; high-confidence error / possible ambiguous mapping
wrong_high_confidence,Prótesis de rodilla derecha,0,Z,0.8590374236284806,0.8022454242205515,V,0.05679199940792912,False,high-confidence error / possible ambiguous mapping
wrong_high_confidence,WPW parto,I,O,0.8580633200360265,0.8137191911542521,6,0.044344128881774386,False,short literal / insufficient context; abbreviation or uppercase clinical shorthand; high-confidence error / possible ambiguous mapping
wrong_high_confidence,NST no tranquilizador,6,O,0.8577949566111295,0.8395728656703323,6,0.01822209094079713,False,possible negation or exclusion cue; abbreviation or uppercase clinical shorthand; high-confidence error / possible ambiguous mapping
wrong_low_confidence,Varius,4,Q,0.11183988677074484,0.013046552637621528,O,0.09879333413312331,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,eef,3,4,0.12236840566622313,0.034192889584752265,7,0.08817551608147087,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,Cataracta senil,3,9,0.13094689877251522,0.007793041341577919,9,0.1231538574309373,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,CLAUSTROFÒBIA,F,7,0.1340692461379726,0.004851534168804378,8,0.12921771196916823,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,Flegmo dentari,5,K,0.1373539144563062,0.044315992948558564,D,0.09303792150774765,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,Absces de pulmo,5,J,0.14069488405090322,0.0008581003745062044,7,0.13983678367639701,False,low confidence margin / similar categories
wrong_low_confidence,ENDoMETRIOMA,6,D,0.1521439617307627,0.00963927725991201,N,0.14250468447085068,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,DAP,Q,4,0.15508396715806513,0.0039014818178401967,4,0.15118248534022494,False,short literal / insufficient context; abbreviation or uppercase clinical shorthand; low confidence margin / similar categories
wrong_low_confidence,hbp,N,2,0.16365211598063836,0.0481019917840009,E,0.11555012419663746,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,edema EII,R,M,0.16493176210745744,0.034587544767908845,4,0.1303442173395486,False,short literal / insufficient context; abbreviation or uppercase clinical shorthand; low confidence margin / similar categories
wrong_low_confidence,paf,0,O,0.1668869375384951,0.042232700244091564,0,0.12465423729440353,False,short literal / insufficient context; low confidence margin / similar categories
wrong_low_confidence,DEFORMIDAD DENTOFACIAL,5,Q,0.1685810828099901,0.03760930096463866,7,0.13097178184535144,False,short literal / insufficient context; abbreviation or uppercase clinical shorthand; low confidence margin / similar categories
